,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
0,-1.0712558847830094,0.558520390298608,-1.349904317880192,-0.6307132984725038,1.25764285795494,-1.2646240167991267,0.5559169370435,-0.7639478796988248,1.0876745207540968,-1.301090719825893,-0.01860741423048515,-1.2197677703402248,-0.7911766499528741,0.0028403296363681925,-0.8958416457666379
1,-0.37353668991832767,-3.1840856644422986,-0.6055625918840618,0.7164046427017363,0.04587648710522954,-0.33508411323622805,-0.4325675411555544,-0.007679050975339517,-0.3439628723258863,-0.42320631097353584,1.3892798544694824,-0.7902435226355313,0.0923200561345576,-0.13787179406076155,-0.26334871810399163
2,1.660499530009021,-2.732098976374355,-0.37347352305447024,-0.9416887772197005,0.4019447707441497,1.349170864472306,-1.2085506761471643,0.26073914548843663,-0.7787818746030876,1.1753797664505015,1.0462447352704665,1.7409875294386674,-1.7636275235879706,0.8878608674835923,0.4488300909001193
3,-2.5805328170257766,-0.12269005636864228,1.3347559948315249,-0.8070358812507628,-0.4283714769561698,-0.03641302834249807,-0.9040120516254417,1.50127943728534,-0.08045412691257979,0.45309973274531606,-0.7516434929526633,0.5250045622854764,-0.2585295615000981,0.13794819904501798,-0.7371040377351532
4,-1.2728796003460663,-0.17307368577629062,-0.4979710842550739,-0.7232076577392759,-0.6215734483530382,0.14313374992439673,-0.5798403601197721,0.8556556814750189,0.16311579482807514,-0.3649107369236165,0.4962366044388098,-0.9264670640765109,-0.05192152810773725,0.7144254919015596,0.36001486934383403
5,-1.7403007773847716,1.7549344414940506,-0.27459587151878934,1.1316735048693092,-0.7731190956739278,1.6925978232985952,0.2083856444713392,0.7389450830848506,0.8263396145927762,0.29094291735841177,0.5205167236714846,0.5024065964648087,0.04790149965058208,0.11695019966876308,0.7623018309577636
6,-0.7535264334655711,-1.2760061795822006,-0.015721135090699955,1.0889665785290248,-0.6741950668013328,-0.21329478381501604,-0.9933733410509115,-1.016766659112388,-0.4234947396784664,0.10044313943340877,-0.12291849597794385,-0.4497714834716203,0.5516845852063345,0.5287490832526561,-0.8162220585292508
7,-1.7565283960311369,1.0064458565562986,-0.5794599702184842,-1.6780472907299682,2.0381418126892865,-1.9143070475865407,0.5554681541361618,-1.060171008860047,0.5171172743173693,-1.295497607578394,1.333742294802248,0.09101535669214102,-0.21109729197395866,0.44401047270355515,-1.2762632413877038
8,-2.5522305612645666,-0.2582956786983046,2.002248422444339,0.044884887373309916,-0.2926771696151913,0.4157338519708622,-0.16216206799431113,-1.0219352033320024,-1.2582871254315804,0.017858864434694956,0.577522221609272,1.5815762477326973,0.40742278549178346,0.6880009030582868,-0.4169685668592197
9,-2.621430773094024,0.771170108685798,-0.4774028964441727,0.8812892246733912,-2.4983460069310257,1.0638522176797034,0.04117876440321639,-0.009779243296758566,-0.2709131753493001,0.23314147349641076,-0.09002829548612436,-0.9752397140024551,-1.1667642935043099,0.9531025056546679,0.7568720843026202
